CustomerID,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore
13109.0,2,50,766.84,1,2,2,122
13110.0,31,146,1452.8700000000001,2,1,2,212
13113.0,0,280,10510.0,1,1,1,111
13115.0,8,132,2205.63,1,1,1,111
13116.0,117,31,485.19,3,3,3,333
13117.0,21,76,984.9100000000001,2,2,2,222
13118.0,19,82,1125.0,2,2,2,222
13120.0,238,1,30.599999999999998,4,4,4,444
13121.0,269,53,254.72999999999996,4,2,4,424
13122.0,94,55,922.39,3,2,2,322
13124.0,89,235,3866.33,3,1,1,311
13126.0,4,142,2056.29,1,1,1,111
13127.0,77,15,259.16999999999996,3,4,4,344
13130.0,94,2,64.0,3,4,4,344
13131.0,23,46,1039.3000000000002,2,2,2,222
13132.0,261,3,77.3,4,4,4,444
13133.0,273,7,109.80000000000001,4,4,4,444
13134.0,72,105,1740.63,3,1,1,311
13135.0,196,1,3096.0,4,4,1,441
13136.0,50,139,2545.38,2,1,1,211
13137.0,10,705,3605.08,1,1,1,111
13138.0,22,63,962.39,2,2,2,222
13139.0,16,174,5055.790000000001,1,1,1,111
13140.0,108,46,423.72,3,2,3,323
13141.0,84,136,2385.8,3,1,1,311
13142.0,19,23,307.0899999999999,2,3,3,233
13144.0,332,3,110.94999999999999,4,4,4,444
13145.0,39,7,614.77,2,4,3,243
13146.0,26,17,228.91,2,4,4,244
13147.0,10,4,712.8000000000001,1,4,2,142
13148.0,29,347,3348.4800000000005,2,1,1,211
13149.0,14,86,1676.0600000000002,1,2,1,121
13151.0,203,75,1250.3700000000003,4,2,2,422
13153.0,5,15,486.22,1,4,3,143
13154.0,144,1,-611.86,4,4,4,444
13155.0,33,85,971.7600000000002,2,2,2,222
13157.0,49,89,1721.57,2,2,1,221
13158.0,94,79,1201.06,3,2,2,322
13159.0,8,122,1379.75,1,1,2,112
13160.0,22,4,91.8,2,4,4,244
13161.0,313,8,112.75,4,4,4,444
13162.0,122,82,1644.9899999999998,3,2,1,321
13165.0,46,42,1021.48,2,2,2,222
13166.0,282,42,414.70000000000005,4,2,3,423
13167.0,18,65,791.3299999999999,2,2,2,222
13168.0,36,133,1310.14,2,1,2,212
13169.0,63,13,712.88,3,4,2,342
13170.0,26,32,116.00999999999999,2,3,4,234
13171.0,8,48,426.80999999999995,1,2,3,123
13173.0,4,43,353.65000000000003,1,2,3,123
13174.0,16,314,2817.0299999999997,1,1,1,111
13176.0,46,72,492.84000000000003,2,2,3,223
13177.0,64,17,282.45,3,4,3,343
13178.0,26,265,5725.469999999999,2,1,1,211
13182.0,45,11,121.18,2,4,4,244
13183.0,7,94,3957.7800000000007,1,2,1,121
13184.0,14,183,1648.79,1,1,1,111
13185.0,267,1,71.4,4,4,4,444
13186.0,39,84,1539.69,2,2,1,221
13187.0,337,37,236.01999999999998,4,3,4,434
13188.0,11,2,114.60000000000001,1,4,4,144
13189.0,18,29,260.67999999999995,2,3,4,234
13192.0,95,63,911.9400000000002,3,2,2,322
13193.0,61,29,117.88000000000001,3,3,4,334
13194.0,135,3,60.7,3,4,4,344
13196.0,11,110,1797.78,1,1,1,111
13198.0,10,229,3384.09,1,1,1,111
13199.0,3,120,9803.96,1,1,1,111
13200.0,19,46,870.0900000000001,2,2,2,222
13203.0,9,57,869.4599999999999,1,2,2,122
13207.0,15,8,250.26000000000002,1,4,4,144
13208.0,58,150,1205.9,3,1,2,312
13209.0,30,329,5820.16,2,1,1,211
13210.0,93,22,353.48,3,3,3,333
13211.0,10,56,1197.42,1,2,2,122
13212.0,9,143,780.5799999999999,1,1,2,112
13213.0,56,92,1518.43,3,2,2,322
13216.0,267,5,333.74,4,4,3,443
13217.0,122,7,133.62000000000003,3,4,4,344
13218.0,127,5,62.64,3,4,4,344
13220.0,78,21,819.29,3,3,2,332
13221.0,240,66,847.4100000000001,4,2,2,422
13223.0,200,5,163.20000000000002,4,4,4,444
13224.0,60,109,2150.8499999999995,3,1,1,311
13225.0,3,34,6083.04,1,3,1,131
13226.0,273,16,108.21,4,4,4,444
13227.0,201,9,257.7,4,4,4,444
13228.0,81,2,358.0,3,4,3,343
13229.0,225,10,160.95,4,4,4,444
13230.0,4,612,2763.41,1,1,1,111
13232.0,12,207,1357.6000000000001,1,1,2,112
13233.0,74,43,605.1199999999999,3,2,3,323
13235.0,211,59,101.17000000000019,4,2,4,424
13236.0,24,39,727.2700000000001,2,3,2,232
13238.0,11,32,680.8299999999999,1,3,2,132
13239.0,261,22,329.56,4,3,3,433
13240.0,96,67,663.6500000000001,3,2,2,322
13242.0,112,13,270.40000000000003,3,4,4,344
13243.0,203,58,600.0700000000002,4,2,3,423
13244.0,92,27,121.74,3,3,4,334
13245.0,50,16,430.5,2,4,3,243
13246.0,18,143,1922.1,2,1,1,211
13247.0,17,25,501.11999999999995,2,3,3,233
13248.0,124,26,465.67999999999995,3,3,3,333
13249.0,92,23,711.41,3,3,2,332
13253.0,156,36,1030.3999999999999,4,3,2,432
13255.0,3,14,390.65999999999997,1,4,3,143
13256.0,14,1,0.0,1,4,4,144
13258.0,11,38,698.5799999999999,1,3,2,132
13259.0,61,87,292.31999999999994,3,2,3,323
13260.0,61,8,557.62,3,4,3,343
13261.0,268,9,944.1,4,4,2,442
13262.0,263,11,200.29,4,4,4,444
13263.0,1,1677,7454.07,1,1,1,111
13265.0,53,91,2107.6600000000003,3,2,1,321
13266.0,11,202,3717.67,1,1,1,111
13267.0,2,224,4404.4400000000005,1,1,1,111
13268.0,17,447,3167.6400000000003,2,1,1,211
13269.0,1,320,5315.92,1,1,1,111
13270.0,366,1,590.0,4,4,3,443
13271.0,37,101,178.25999999999996,2,2,4,224
13272.0,31,15,276.56000000000006,2,4,4,244
13273.0,113,16,138.98,3,4,4,344
13276.0,63,30,590.93,3,3,3,333
13277.0,15,8,258.4,1,4,4,144
13278.0,40,46,542.73,2,2,3,223
13279.0,64,11,126.3,3,4,4,344
13280.0,122,85,814.86,3,2,2,322
13282.0,18,40,1047.8400000000001,2,3,2,232
13283.0,59,7,93.66,3,4,4,344
13284.0,322,14,196.15,4,4,4,444
13285.0,23,187,2709.1200000000003,2,1,1,211
13291.0,155,42,361.11,4,2,3,423
13292.0,38,31,578.9399999999999,2,3,3,233
13294.0,189,54,873.74,4,2,2,422
13295.0,359,11,197.95,4,4,4,444
13296.0,137,5,87.4,3,4,4,344
13297.0,7,59,2089.85,1,2,1,121
13298.0,1,2,360.0,1,4,3,143
13299.0,268,5,142.5,4,4,4,444
13300.0,164,22,365.29,4,3,3,433
13301.0,103,81,618.09,3,2,3,323
13302.0,155,1,63.75,4,4,4,444
13304.0,351,21,300.41999999999996,4,3,3,433
13305.0,4,81,2000.8599999999997,1,2,1,121
13307.0,120,1,15.0,3,4,4,344
13308.0,22,57,1367.6100000000001,2,2,2,222
13309.0,7,107,1456.79,1,1,2,112
13310.0,8,77,1083.63,1,2,2,122
13311.0,4,26,598.57,1,3,3,133
13313.0,22,78,1555.32,2,2,1,221
13314.0,1,75,578.6600000000001,1,2,3,123
13316.0,37,88,5815.49,2,2,1,221
13317.0,64,135,2140.07,3,1,1,311
13318.0,1,20,640.7600000000001,1,3,2,132
13319.0,5,500,10664.34,1,1,1,111
13320.0,70,110,1491.7,3,1,2,312
13321.0,72,11,567.36,3,4,3,343
13322.0,17,25,199.48,2,3,4,234
13323.0,3,21,787.8499999999999,1,3,2,132
13324.0,32,77,7072.799999999998,2,2,1,221
13325.0,81,12,675.3,3,4,2,342
13327.0,38,109,3617.5699999999993,2,1,1,211
13328.0,316,17,1308.48,4,4,2,442
13329.0,31,19,740.3999999999999,2,3,2,232
13330.0,92,53,1140.93,3,2,2,322
13332.0,14,21,350.9,1,3,3,133
13334.0,82,268,3536.8200000000006,3,1,1,311
13336.0,77,51,795.1200000000001,3,2,2,322
13338.0,154,24,431.82000000000005,4,3,3,433
13339.0,200,54,860.12,4,2,2,422
13340.0,45,134,10736.48,2,1,1,211
13341.0,260,42,775.8499999999999,4,2,2,422
13343.0,172,22,303.93,4,3,3,433
13344.0,67,119,2543.7200000000007,3,1,1,311
13345.0,276,22,377.6,4,3,3,433
13347.0,70,8,341.36,3,4,3,343
13348.0,64,14,233.76,3,4,4,344
13349.0,10,16,247.32,1,4,4,144
13350.0,16,43,910.72,1,2,2,122
13351.0,66,16,373.94,3,4,3,343
13352.0,7,27,389.28,1,3,3,133
13354.0,71,51,743.5300000000001,3,2,2,322
13355.0,122,32,674.7,3,3,2,332
13356.0,80,42,768.2400000000001,3,2,2,322
13357.0,257,90,609.95,4,2,3,423
13358.0,268,29,439.03000000000003,4,3,3,433
13359.0,59,24,431.26,3,3,3,333
13362.0,3,169,3085.49,1,1,1,111
13363.0,17,60,992.5,2,2,2,222
13364.0,66,20,7.105427357601002e-15,3,3,4,334
13365.0,8,132,2191.2200000000003,1,1,1,111
13366.0,50,1,56.160000000000004,2,4,4,244
13368.0,256,29,623.4,4,3,3,433
13369.0,354,19,263.75,4,3,4,434
13370.0,366,44,721.3199999999999,4,2,2,422
13372.0,89,23,378.63999999999993,3,3,3,333
13373.0,60,158,3312.2500000000005,3,1,1,311
13375.0,81,38,772.9,3,3,2,332
13376.0,99,53,1019.76,3,2,2,322
13379.0,26,97,572.56,2,2,3,223
13381.0,21,173,3626.81,2,1,1,211
13382.0,280,15,222.99,4,4,4,444
13384.0,30,155,4122.28,2,1,1,211
13385.0,329,35,534.5699999999999,4,3,3,433
13388.0,121,36,627.15,3,3,2,332
13389.0,11,51,797.9599999999999,1,2,2,122
13390.0,74,13,544.08,3,4,3,343
13391.0,203,1,59.8,4,4,4,444
13394.0,1,164,2312.8,1,1,1,111
13395.0,185,21,307.71999999999997,4,3,3,433
13396.0,21,47,1325.29,2,2,2,222
13397.0,72,39,1539.1799999999998,3,3,1,331
13398.0,192,26,457.34000000000003,4,3,3,433
13402.0,127,39,621.2300000000002,3,3,3,333
13403.0,17,3,75.0,2,4,4,244
13404.0,1,11,252.49,1,4,4,144
13405.0,74,27,572.4509999999999,3,3,3,333
13408.0,1,501,27487.41,1,1,1,111
13410.0,8,30,988.9100000000001,1,3,2,132
13411.0,107,18,213.55,3,3,4,334
13414.0,133,24,1390.5,3,3,2,332
13416.0,43,19,712.5,2,3,2,232
13417.0,4,28,640.83,1,3,2,132
13418.0,11,314,5845.4400000000005,1,1,1,111
13419.0,63,16,221.06,3,4,4,344
13420.0,134,10,140.35,3,4,4,344
13421.0,40,105,1848.98,2,1,1,211
13422.0,51,128,2601.55,3,1,1,311
13425.0,108,78,1624.2100000000003,3,2,1,321
13426.0,0,159,3550.7,1,1,1,111
13427.0,19,29,582.6,2,3,3,233
13428.0,10,74,218.46999999999997,1,2,4,124
13429.0,10,67,1006.7999999999998,1,2,2,122
13430.0,18,54,648.6899999999999,2,2,2,222
13431.0,67,46,1269.1,3,2,2,322
13434.0,74,10,534.24,3,4,3,343
13435.0,5,103,3794.4900000000002,1,1,1,111
13436.0,1,12,196.88999999999996,1,4,4,144
13437.0,14,167,3408.0600000000004,1,1,1,111
13439.0,255,54,283.71,4,2,3,423
13441.0,91,13,296.64000000000004,3,4,3,343
13447.0,23,62,1104.2300000000002,2,2,2,222
13448.0,16,199,3465.6700000000005,1,1,1,111
13449.0,23,19,291.88000000000005,2,3,3,233
13450.0,26,71,2043.72,2,2,1,221
13451.0,26,444,2916.45,2,1,1,211
13452.0,259,2,590.0,4,4,3,443
13453.0,165,17,356.97999999999996,4,4,3,443
13455.0,24,53,1007.3499999999999,2,2,2,222
13456.0,17,65,1737.82,2,2,1,221
13458.0,7,394,9537.92,1,1,1,111
13460.0,29,17,183.44,2,4,4,244
13461.0,38,27,1445.0000000000002,2,3,2,232
13462.0,183,10,143.25,4,4,4,444
13464.0,58,41,674.6800000000001,3,3,2,332
13466.0,100,18,297.95000000000005,3,3,3,333
13467.0,10,99,1083.71,1,2,2,122
13468.0,1,306,5656.75,1,1,1,111
13470.0,99,10,165.0,3,4,4,344
13471.0,1,260,2531.58,1,1,1,111
13473.0,60,22,417.53999999999996,3,3,3,333
13474.0,236,64,229.59,4,2,4,424
13475.0,191,86,1431.7800000000002,4,2,2,422
13476.0,178,61,1092.77,4,2,2,422
13477.0,37,81,1441.5300000000002,2,2,2,222
13479.0,198,16,291.0,4,4,3,443
13481.0,45,112,1776.81,2,1,1,211
13482.0,232,11,184.64,4,4,4,444
13483.0,65,10,140.34,3,4,4,344
13484.0,241,8,313.8,4,4,3,443
13485.0,233,23,454.24,4,3,3,433
13486.0,78,69,1122.4099999999999,3,2,2,322
13487.0,57,34,575.4000000000001,3,3,3,333
13488.0,17,427,8910.61,2,1,1,211
13489.0,105,14,449.52,3,4,3,343
13491.0,51,86,1215.8199999999997,3,2,2,322
13494.0,311,18,316.26000000000005,4,3,3,433
13495.0,7,52,1990.12,1,2,1,121
13496.0,10,36,617.93,1,3,3,133
13497.0,282,20,321.04999999999995,4,3,3,433
13499.0,17,45,1146.96,2,2,2,222
13500.0,23,67,1136.77,2,2,2,222
13502.0,16,18,291.99999999999994,1,3,3,133
13503.0,71,17,216.85000000000002,3,4,4,344
13504.0,64,22,295.93000000000006,3,3,3,333
13506.0,312,29,452.82,4,3,3,433
13507.0,3,162,2479.16,1,1,1,111
13508.0,243,12,110.97000000000003,4,4,4,444
13509.0,8,44,979.72,1,2,2,122
13510.0,1,117,1785.1599999999999,1,1,1,111
13512.0,260,15,251.20999999999998,4,4,4,444
13513.0,126,10,205.09999999999997,3,4,4,344
13514.0,73,4,152.20000000000002,3,4,4,344
13515.0,72,59,891.12,3,2,2,322
13516.0,21,44,1389.4100000000003,2,2,2,222
13517.0,59,143,2109.0699999999997,3,1,1,311
13518.0,85,38,659.4399999999998,3,3,2,332
13519.0,50,9,110.8,2,4,4,244
13521.0,1,436,1093.65,1,1,2,112
13522.0,30,5,125.80000000000001,2,4,4,244
13523.0,33,177,3755.38,2,1,1,211
13524.0,40,27,680.1800000000001,2,3,2,232
13525.0,14,6,628.78,1,4,2,142
13527.0,33,224,2263.76,2,1,1,211
13529.0,78,15,307.76,3,4,3,343
13531.0,205,22,483.80000000000007,4,3,3,433
13532.0,33,66,210.30999999999995,2,2,4,224
13533.0,182,76,270.79,4,2,4,424
13534.0,2,342,5613.08,1,1,1,111
13536.0,1,179,3448.29,1,1,1,111
13538.0,43,25,1280.8500000000001,2,3,2,232
13539.0,85,38,605.84,3,3,3,333
13544.0,39,87,291.40999999999997,2,2,3,223
13546.0,12,98,626.99,1,2,3,123
13548.0,96,124,682.4100000000001,3,1,2,312
13549.0,25,52,916.1199999999999,2,2,2,222
13551.0,319,4,91.80000000000001,4,4,4,444
13552.0,66,121,3539.53,3,1,1,311
13555.0,73,136,4149.280000000001,3,1,1,311
13557.0,28,34,584.06,2,3,3,233
13558.0,5,175,605.06,1,1,3,113
13560.0,7,33,174.36999999999998,1,3,4,134
13561.0,215,14,141.86,4,4,4,444
13562.0,81,82,1799.33,3,2,1,321
13563.0,84,49,777.53,3,2,2,322
13564.0,144,85,647.7400000000004,4,2,2,422
13565.0,19,38,240.22,2,3,4,234
13566.0,40,176,874.71,2,1,2,212
13568.0,173,44,192.85,4,2,4,424
13569.0,17,85,373.74999999999994,2,2,3,223
13570.0,243,27,239.49000000000004,4,3,4,434
13571.0,12,341,2092.3199999999997,1,1,1,111
13572.0,205,33,1384.2499999999998,4,3,2,432
13573.0,50,26,294.4,2,3,3,233
13575.0,23,46,732.07,2,2,2,222
13576.0,10,130,6703.300000000001,1,1,1,111
13577.0,25,85,1658.3,2,2,1,221
13579.0,14,23,467.0400000000001,1,3,3,133
13581.0,309,10,118.0,4,4,4,444
13583.0,155,53,781.03,4,2,2,422
13584.0,306,24,142.4,4,3,4,434
13587.0,31,11,347.0,2,4,3,243
13588.0,15,180,2445.12,1,1,1,111
13589.0,14,21,379.65000000000003,1,3,3,133
13590.0,11,89,1976.12,1,2,1,121
13591.0,64,58,1117.1299999999997,3,2,2,322
13592.0,35,16,247.95999999999998,2,4,4,244
13593.0,108,129,1990.2800000000002,3,1,1,311
13594.0,52,26,396.97,3,3,3,333
13596.0,5,166,697.0400000000001,1,1,2,112
13598.0,47,41,167.42000000000002,2,3,4,234
13599.0,1,264,5030.6,1,1,1,111
13600.0,312,19,219.51999999999998,4,3,4,434
13601.0,45,99,693.32,2,2,2,222
13602.0,64,23,428.89,3,3,3,333
13603.0,26,27,164.34,2,3,4,234
13606.0,29,43,280.53999999999996,2,2,4,224
13607.0,40,98,678.0100000000001,2,2,2,222
13610.0,12,228,1115.43,1,1,2,112
13611.0,89,76,1158.2,3,2,2,322
13614.0,24,201,1610.46,2,1,1,211
13615.0,312,24,399.99,4,3,3,433
13617.0,40,44,544.1800000000001,2,2,3,223
13618.0,173,13,177.34,4,4,4,444
13621.0,116,19,213.85,3,3,4,334
13623.0,30,86,672.4399999999999,2,2,2,222
13626.0,252,19,257.22999999999996,4,3,4,434
13627.0,59,94,1624.0200000000002,3,2,1,321
13629.0,23,59,7792.360000000001,2,2,1,221
13630.0,5,80,1995.6799999999998,1,2,1,121
13631.0,99,12,3021.77,3,4,1,341
13632.0,24,147,2117.02,2,1,1,211
13634.0,33,188,1575.1599999999999,2,1,1,211
13635.0,67,62,1071.03,3,2,2,322
13636.0,36,64,941.62,2,2,2,222
13637.0,52,101,810.5,3,2,2,322
13638.0,15,8,122.64,1,4,4,144
13639.0,74,40,1033.3400000000001,3,3,2,332
13642.0,215,66,354.8,4,2,3,423
13643.0,31,28,519.44,2,3,3,233
13644.0,8,148,2597.5200000000004,1,1,1,111
13645.0,120,5,252.1,3,4,4,344
13647.0,9,80,1670.22,1,2,1,121
13649.0,256,23,346.6,4,3,3,433
13650.0,16,98,1809.34,1,2,1,121
13651.0,35,6,94.2,2,4,4,244
13652.0,45,63,1095.08,2,2,2,222
13654.0,43,166,2707.33,2,1,1,211
13655.0,114,56,932.97,3,2,2,322
13656.0,164,49,379.65000000000003,4,2,3,423
13657.0,10,16,382.14,1,4,3,143
13658.0,9,112,2421.47,1,1,1,111
